sample	circle_id	transcript_id	other_ids	exon_id	chr	start	end	strand	exon_length	unique_reads	fragments	number+	number-
hek293_A_test	22:50372020-50394135	NM_001242898	NM_001242898,NM_001242899,NM_001242900,NM_014678	1	22	50372019	50372150	+	131	4	4	2	2
hek293_A_test	22:50372020-50394135	NM_001242898	NM_001242898,NM_001242899,NM_001242900,NM_014678	2	22	50393892	50394135	+	243	4	4	2	2
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	9	9	77214328	77214386	+	58	4	5	1	4
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	10	9	77219953	77220081	+	128	4	4	0	4
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	11	9	77220276	77220383	+	107	4	4	0	4
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	12	0	0	0	0	0	0	0	0	0
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	13	0	0	0	0	0	0	0	0	0
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	14	9	77226465	77226598	+	133	1	1	1	0
hek293_A_test	9:77214329-77227485	NM_001018037	NM_001018037,NM_015186,NM_001018038,NM_033305	15	9	77227390	77227485	+	95	4	5	1	4
hek293_A_test	15:41696075-41699159	NM_001080541	NM_001080541,NM_001164273	2	15	41696074	41697023	+	949	6	7	2	5
hek293_A_test	15:41696075-41699159	NM_001080541	NM_001080541,NM_001164273	3	15	41698862	41698941	+	79	1	1	0	1
hek293_A_test	15:41696075-41699159	NM_001080541	NM_001080541,NM_001164273	4	15	41699063	41699159	+	96	6	6	2	4
hek293_A_test	1:117402186-117414831	NM_006699	NM_006699	1	1	117402185	117402441	+	256	11	12	7	5
hek293_A_test	1:117402186-117414831	NM_006699	NM_006699	2	1	117405548	117405645	+	97	7	7	6	1
hek293_A_test	1:117402186-117414831	NM_006699	NM_006699	3	1	117414712	117414831	+	119	11	12	7	5
hek293_A_test	2:222220140-222232283	NM_181461	NM_181461,NM_001127366,NM_181459,NM_181457,NM_181458,NM_181460	1	2	222220139	222220354	-	215	4	4	4	0
hek293_A_test	2:222220140-222232283	NM_181461	NM_181461,NM_001127366,NM_181459,NM_181457,NM_181458,NM_181460	2	0	0	0	0	0	0	0	0	0
hek293_A_test	2:222220140-222232283	NM_181461	NM_181461,NM_001127366,NM_181459,NM_181457,NM_181458,NM_181460	3	2	222232077	222232283	-	206	4	4	4	0
hek293_A_test	11:121045674-121060085	NM_001130047	NM_001130047,NM_152715	1	11	121045673	121045823	+	150	4	4	0	4
hek293_A_test	11:121045674-121060085	NM_001130047	NM_001130047,NM_152715	2	11	121047527	121047667	+	140	2	2	0	2
hek293_A_test	11:121045674-121060085	NM_001130047	NM_001130047,NM_152715	3	0	0	0	0	0	0	0	0	0
hek293_A_test	11:121045674-121060085	NM_001130047	NM_001130047,NM_152715	4	0	0	0	0	0	0	0	0	0
hek293_A_test	11:121045674-121060085	NM_001130047	NM_001130047,NM_152715	5	11	121058344	121058471	+	127	1	1	0	1
hek293_A_test	11:121045674-121060085	NM_001130047	NM_001130047,NM_152715	6	11	121059968	121060085	+	117	4	4	0	4
hek293_A_test	4:55411614-55417985	NM_018475	NM_018475,NR_073070	1	4	55411613	55411839	+	226	9	9	7	2
hek293_A_test	4:55411614-55417985	NM_018475	NM_018475,NR_073070	2	4	55417071	55417247	+	176	2	2	2	0
hek293_A_test	4:55411614-55417985	NM_018475	NM_018475,NR_073070	3	4	55417802	55417985	+	183	9	9	7	2
hek293_A_test	9:100498765-100516771	NM_001198812	NM_001198812,NM_003692	1	9	100498764	100498874	+	110	4	5	3	2
hek293_A_test	9:100498765-100516771	NM_001198812	NM_001198812,NM_003692	2	9	100509004	100509134	+	130	4	4	2	2
hek293_A_test	9:100498765-100516771	NM_001198812	NM_001198812,NM_003692	3	9	100513306	100513333	+	27	1	1	1	0
hek293_A_test	9:100498765-100516771	NM_001198812	NM_001198812,NM_003692	4	9	100516674	100516771	+	97	4	5	3	2
hek293_A_test	12:95208843-95211267	NM_018351	NM_018351	19	12	95208842	95211267	-	2425	4	8	6	2
hek293_A_test	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	1	21	29321220	29321514	+	294	11	12	3	9
hek293_A_test	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	2	0	0	0	0	0	0	0	0	0
hek293_A_test	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	3	21	29329486	29329693	+	207	11	12	3	9
hek293_A_test	11:33286413-33287511	NM_001278163	NM_001278163,NM_001278162,NM_001048200,NM_005734	1	11	33286412	33287511	+	1099	22	48	28	20
hek293_A_test	16:31090775-31091342	NM_024006	NM_024006,NM_206824	0	16	31090853	31091342	-	489	4	8	4	4
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	1	12	69251128	69251338	+	210	9	9	3	6
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	2	12	69253050	69253154	+	104	3	3	0	3
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	3	0	0	0	0	0	0	0	0	0
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	4	0	0	0	0	0	0	0	0	0
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	5	0	0	0	0	0	0	0	0	0
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	6	0	0	0	0	0	0	0	0	0
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	7	0	0	0	0	0	0	0	0	0
hek293_A_test	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	8	12	69262372	69262562	+	190	9	9	3	6
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	1	1	224952669	224952779	+	110	11	11	5	6
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	2	1	224954958	224955098	+	140	9	9	4	5
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	3	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	4	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	5	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	6	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	7	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	8	1	225002782	225002927	+	145	2	2	1	1
hek293_A_test	1:224952670-225007544	NM_001373	NM_144989,NM_001373,NM_001145154	9	1	225007412	225007544	+	132	11	11	5	6
hek293_A_test	14:32090502-32117287	NM_001030055	NM_001030055,NM_001173	1	14	32090501	32094386	+	3885	6	11	3	8
hek293_A_test	14:32090502-32117287	NM_001030055	NM_001030055,NM_001173	2	14	32117139	32117287	+	148	6	7	2	5
hek293_A_test	20:62852317-62852353	NM_001301726	NM_001301726	0	20	62851493	62852888	-	1395	15	30	24	6
hek293_A_test	10:101667886-101676436	NM_022039	NM_022039	4	10	101667885	101667980	-	95	5	5	3	2
hek293_A_test	10:101667886-101676436	NM_022039	NM_022039	5	10	101672914	101673047	-	133	1	1	1	0
hek293_A_test	10:101667886-101676436	NM_022039	NM_022039	6	10	101673487	101673673	-	186	4	4	2	2
hek293_A_test	10:101667886-101676436	NM_022039	NM_022039	7	10	101676340	101676436	-	96	5	5	3	2
hek293_A_test	4:112562371-112585725	NM_018392	NM_018392	10	4	112562370	112562485	-	115	4	5	4	1
hek293_A_test	4:112562371-112585725	NM_018392	NM_018392	11	4	112563130	112563274	-	144	1	1	0	1
hek293_A_test	4:112562371-112585725	NM_018392	NM_018392	12	0	0	0	0	0	0	0	0	0
hek293_A_test	4:112562371-112585725	NM_018392	NM_018392	13	0	0	0	0	0	0	0	0	0
hek293_A_test	4:112562371-112585725	NM_018392	NM_018392	14	4	112585540	112585725	-	185	4	5	4	1
hek293_A_test	22:41808875-41813822	NM_001304797	NM_024821,NM_001304797	1	22	41808874	41808993	+	119	4	4	2	2
hek293_A_test	22:41808875-41813822	NM_001304797	NM_024821,NM_001304797	2	22	41809878	41810000	+	122	4	4	2	2
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	2	6	13632369	13632521	-	152	8	8	4	4
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	3	6	13634430	13634552	-	122	3	3	3	0
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	4	0	0	0	0	0	0	0	0	0
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	5	0	0	0	0	0	0	0	0	0
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	6	0	0	0	0	0	0	0	0	0
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	7	0	0	0	0	0	0	0	0	0
hek293_A_test	6:13632370-13644729	NM_005493	NM_005493	8	6	13644544	13644729	-	185	8	8	4	4
hek293_A_test	16:68121987-68126610	NM_004555	NM_004555,NM_173165,NM_173163	1	16	68121986	68123121	+	1135	9	10	1	9
hek293_A_test	16:68121987-68126610	NM_004555	NM_004555,NM_173165,NM_173163	2	16	68126447	68126610	+	163	9	9	1	8
hek293_A_test	7:100023419-100024307	NM_001287054	NM_003439,NM_001287054	2	7	100023418	100023461	+	43	18	19	9	10
hek293_A_test	7:100023419-100024307	NM_001287054	NM_003439,NM_001287054	3	7	100023551	100023932	+	381	12	12	5	7
hek293_A_test	7:100023419-100024307	NM_001287054	NM_003439,NM_001287054	4	7	100024153	100024307	+	154	18	19	9	10
hek293_A_test	19:17101660-17102557	NM_001130065	NM_001130065,NM_004145	1	19	17101659	17102557	+	898	4	8	4	4
hek293_A_test	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	4	13	112516439	112516575	-	136	6	7	2	5
hek293_A_test	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	5	13	112518974	112519043	-	69	2	2	0	2
hek293_A_test	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	6	13	112519885	112520021	-	136	1	1	0	1
hek293_A_test	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	7	0	0	0	0	0	0	0	0	0
hek293_A_test	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	8	13	112526941	112527050	-	109	3	3	2	1
hek293_A_test	13:112516440-112527484	NM_001286278	NM_001286278,NM_006322,NM_001286277	9	13	112527373	112527484	-	111	6	7	2	5
hek293_A_test	12:46229153-46243314	NM_001278390	NM_001278390,NM_001077484,NM_001278389,NM_001278388,NM_001278387,NM_030674	12	12	46229152	46229268	-	116	4	4	2	2
hek293_A_test	12:46229153-46243314	NM_001278390	NM_001278390,NM_001077484,NM_001278389,NM_001278388,NM_001278387,NM_030674	13	12	46229563	46229639	-	76	2	2	1	1
hek293_A_test	12:46229153-46243314	NM_001278390	NM_001278390,NM_001077484,NM_001278389,NM_001278388,NM_001278387,NM_030674	14	12	46239678	46239893	-	215	2	2	1	1
hek293_A_test	12:46229153-46243314	NM_001278390	NM_001278390,NM_001077484,NM_001278389,NM_001278388,NM_001278387,NM_030674	15	12	46243199	46243314	-	115	4	4	2	2
hek293_A_test	12:116230533-116237705	NM_015335	NM_015335	29	12	116237467	116237705	-	238	4	6	0	6
hek293_A_test	17:47663089-47668410	NM_002265	NM_002265,NM_001276453	6	17	47663088	47663178	+	90	4	4	2	2
hek293_A_test	17:47663089-47668410	NM_002265	NM_002265,NM_001276453	7	17	47664158	47664269	+	111	4	4	2	2
hek293_A_test	17:47663089-47668410	NM_002265	NM_002265,NM_001276453	8	0	0	0	0	0	0	0	0	0
hek293_A_test	17:47663089-47668410	NM_002265	NM_002265,NM_001276453	9	17	47668185	47668410	+	225	4	4	2	2
hek293_A_test	5:178885614-178931326	NM_030613	NM_030613	1	5	178912583	178912719	+	136	3	3	3	0
hek293_A_test	5:178885614-178931326	NM_030613	NM_030613	2	5	178912981	178913071	+	90	3	4	3	1
hek293_A_test	5:178885614-178931326	NM_030613	NM_030613	3	5	178916564	178916710	+	146	2	2	1	1
hek293_A_test	5:178885614-178931326	NM_030613	NM_030613	4	5	178931236	178933209	+	1973	6	7	5	2
hek293_A_test	6:47283938-47286595	NM_014452	NM_014452	3	6	47283937	47284432	-	495	11	13	7	6
hek293_A_test	6:47283938-47286595	NM_014452	NM_014452	4	6	47285943	47286595	-	652	11	13	7	6
hek293_A_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	12	10	7243557	7243705	-	148	5	5	2	3
hek293_A_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	13	10	7248547	7248649	-	102	3	3	1	2
hek293_A_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	14	0	0	0	0	0	0	0	0	0
hek293_A_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	15	10	7283903	7284150	-	247	1	1	1	0
hek293_A_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	16	10	7285865	7285954	-	89	5	5	2	3
hek293_A_test	18:9182382-9221999	NM_001204056	NM_001204056,NM_001083625,NM_015208	1	18	9182381	9182519	+	138	4	4	2	2
hek293_A_test	18:9182382-9221999	NM_001204056	NM_001204056,NM_001083625,NM_015208	2	18	9195550	9195698	+	148	2	2	1	1
hek293_A_test	18:9182382-9221999	NM_001204056	NM_001204056,NM_001083625,NM_015208	3	0	0	0	0	0	0	0	0	0
hek293_A_test	18:9182382-9221999	NM_001204056	NM_001204056,NM_001083625,NM_015208	4	0	0	0	0	0	0	0	0	0
hek293_A_test	18:9182382-9221999	NM_001204056	NM_001204056,NM_001083625,NM_015208	5	18	9216757	9216900	+	143	2	2	1	1
hek293_A_test	18:9182382-9221999	NM_001204056	NM_001204056,NM_001083625,NM_015208	6	18	9221851	9221999	+	148	4	4	2	2
hek293_A_test	1:15872816-15876678	NM_015001	NM_015001	1	1	15872815	15873136	+	321	9	9	3	6
hek293_A_test	1:15872816-15876678	NM_015001	NM_015001	2	1	15876201	15876678	+	477	9	9	3	6
hek293_A_test	7:129205203-129206587	NM_005631	NM_005631	2	7	129205202	129205412	+	210	5	6	4	2
hek293_A_test	7:129205203-129206587	NM_005631	NM_005631	3	0	0	0	0	0	0	0	0	0
hek293_A_test	7:129205203-129206587	NM_005631	NM_005631	4	7	129206149	129206369	+	220	3	3	3	0
hek293_A_test	7:129205203-129206587	NM_005631	NM_005631	5	7	129206463	129206587	+	124	5	6	4	2
hek293_A_test	X:131743096-131794466	NR_026975	NR_026975	3	X	131749305	131749458	-	153	3	3	0	3
hek293_A_test	X:131743096-131794466	NR_026975	NR_026975	4	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131743096-131794466	NR_026975	NR_026975	5	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131743096-131794466	NR_026975	NR_026975	6	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131743096-131794466	NR_026975	NR_026975	7	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131743096-131794466	NR_026975	NR_026975	8	X	131794323	131794466	-	143	7	8	3	5
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	1	18	12999420	12999588	+	168	14	14	6	8
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	2	18	13001456	13001582	+	126	7	7	3	4
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	3	0	0	0	0	0	0	0	0	0
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	4	0	0	0	0	0	0	0	0	0
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	5	0	0	0	0	0	0	0	0	0
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	6	0	0	0	0	0	0	0	0	0
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	7	18	13018479	13018615	+	136	4	4	2	2
hek293_A_test	18:12999421-13019206	NM_032142	NM_032142	8	18	13019081	13019206	+	125	14	14	6	8
hek293_A_test	9:85618983-85633374	NM_015239	NM_015239,NM_001286717,NM_001286715	9	9	85618982	85619131	-	149	5	5	1	4
hek293_A_test	9:85618983-85633374	NM_015239	NM_015239,NM_001286717,NM_001286715	10	9	85619214	85619301	-	87	1	1	1	0
hek293_A_test	9:85618983-85633374	NM_015239	NM_015239,NM_001286717,NM_001286715	11	0	0	0	0	0	0	0	0	0
hek293_A_test	9:85618983-85633374	NM_015239	NM_015239,NM_001286717,NM_001286715	12	9	85632661	85633374	-	713	5	5	1	4
hek293_A_test	8:47279862-47294030	NM_001282919	NM_001282916,NM_001282919,NR_104581,NM_001080394	1	8	47279861	47279980	+	119	10	12	7	5
hek293_A_test	8:47279862-47294030	NM_001282919	NM_001282916,NM_001282919,NR_104581,NM_001080394	2	8	47284027	47284094	+	67	7	7	3	4
hek293_A_test	8:47279862-47294030	NM_001282919	NM_001282916,NM_001282919,NR_104581,NM_001080394	3	8	47291032	47291137	+	105	3	3	3	0
hek293_A_test	8:47279862-47294030	NM_001282919	NM_001282916,NM_001282919,NR_104581,NM_001080394	4	8	47293866	47294030	+	164	10	12	7	5
hek293_A_test	3:56660731-56673725	NM_015224	NM_001112736,NM_015224	13	3	56660730	56660834	-	104	6	6	5	1
hek293_A_test	3:56660731-56673725	NM_015224	NM_001112736,NM_015224	14	3	56660913	56661017	-	104	3	3	2	1
hek293_A_test	3:56660731-56673725	NM_015224	NM_001112736,NM_015224	15	3	56662384	56662490	-	106	1	1	1	0
hek293_A_test	1:8655973-8656441	NM_001042681	NM_001042681,NM_012102	21	1	8655972	8656441	-	469	5	12	4	8
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	14	9	92256679	92256800	-	121	6	6	2	4
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	15	9	92258853	92258998	-	145	4	4	2	2
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	16	0	0	0	0	0	0	0	0	0
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	17	0	0	0	0	0	0	0	0	0
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	18	0	0	0	0	0	0	0	0	0
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	19	0	0	0	0	0	0	0	0	0
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	20	9	92268173	92268300	-	127	2	2	0	2
hek293_A_test	9:92256680-92269983	NM_002161	NM_002161,NM_013417,NR_073446	21	9	92269884	92269983	-	99	6	6	2	4
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	10	2	99412730	99412951	-	221	4	6	2	4
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	11	0	0	0	0	0	0	0	0	0
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	12	0	0	0	0	0	0	0	0	0
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	13	0	0	0	0	0	0	0	0	0
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	14	0	0	0	0	0	0	0	0	0
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	15	2	99434331	99434448	-	117	3	5	2	3
hek293_A_test	2:99412731-99435941	NM_001037872	NM_001037872,NM_016316	16	2	99435833	99435941	-	108	4	6	2	4
hek293_A_test	1:155438327-155439068	NM_018489	NM_018489	23	1	155438326	155439068	-	742	4	8	6	2
hek293_A_test	10:84371014-84373815	NM_001284241	NM_001284241,NM_001284240,NM_018999	1	10	84371013	84372469	+	1456	4	4	2	2
hek293_A_test	10:84371014-84373815	NM_001284241	NM_001284241,NM_001284240,NM_018999	2	10	84373618	84374018	+	400	4	4	2	2
hek293_A_test	5:168488602-168494650	NM_002887	NM_002887	1	5	168488601	168488736	+	135	6	6	2	4
hek293_A_test	5:168488602-168494650	NM_002887	NM_002887	2	5	168492658	168492847	+	189	2	2	1	1
hek293_A_test	5:168488602-168494650	NM_002887	NM_002887	3	5	168493893	168494002	+	109	4	4	1	3
hek293_A_test	5:168488602-168494650	NM_002887	NM_002887	4	5	168494549	168494650	+	101	6	6	2	4
hek293_A_test	7:129014979-129018157	NM_001191028	NM_001191028,NM_012470,NR_034053	18	7	129014978	129015135	-	157	6	7	3	4
hek293_A_test	7:129014979-129018157	NM_001191028	NM_001191028,NM_012470,NR_034053	19	7	129016982	129017056	-	74	1	1	0	1
hek293_A_test	7:129014979-129018157	NM_001191028	NM_001191028,NM_012470,NR_034053	20	7	129017956	129018157	-	201	6	7	3	4
hek293_A_test	10:5785142-5800705	NM_001115156	NM_001115156,NM_001494	5	10	5785141	5785273	-	132	9	9	4	5
hek293_A_test	10:5785142-5800705	NM_001115156	NM_001115156,NM_001494	6	10	5785851	5786050	-	199	4	4	2	2
hek293_A_test	10:5785142-5800705	NM_001115156	NM_001115156,NM_001494	7	10	5796762	5796862	-	100	1	1	1	0
hek293_A_test	10:5785142-5800705	NM_001115156	NM_001115156,NM_001494	8	10	5800597	5800705	-	108	9	9	4	5
hek293_A_test	20:47276314-47287284	NM_012408	NM_012408,NM_183047,NM_183048,NM_001281773,NM_001281781,NM_001281780,NM_001281783,NM_001281782,NM_001281778,NM_001281784,NM_001281774,NM_001281775,NM_001281776,NM_001281777,NM_001281771,NM_001281772,NM_001281779	11	20	47276313	47276795	-	482	4	4	1	3
hek293_A_test	20:47276314-47287284	NM_012408	NM_012408,NM_183047,NM_183048,NM_001281773,NM_001281781,NM_001281780,NM_001281783,NM_001281782,NM_001281778,NM_001281784,NM_001281774,NM_001281775,NM_001281776,NM_001281777,NM_001281771,NM_001281772,NM_001281779	12	20	47282101	47282217	-	116	2	2	1	1
hek293_A_test	20:47276314-47287284	NM_012408	NM_012408,NM_183047,NM_183048,NM_001281773,NM_001281781,NM_001281780,NM_001281783,NM_001281782,NM_001281778,NM_001281784,NM_001281774,NM_001281775,NM_001281776,NM_001281777,NM_001281771,NM_001281772,NM_001281779	13	20	47283570	47283648	-	78	2	2	1	1
hek293_A_test	20:47276314-47287284	NM_012408	NM_012408,NM_183047,NM_183048,NM_001281773,NM_001281781,NM_001281780,NM_001281783,NM_001281782,NM_001281778,NM_001281784,NM_001281774,NM_001281775,NM_001281776,NM_001281777,NM_001281771,NM_001281772,NM_001281779	14	20	47287228	47287284	-	56	4	4	1	3
hek293_A_test	14:32090502-32094386	NM_001030055	NM_001030055,NM_001173	1	14	32090501	32094386	+	3885	19	42	20	22
hek293_A_test	15:74655733-74675142	NM_001142443	NM_001142443,NM_025083,NM_001142444	3	15	74655732	74656068	-	336	5	5	2	3
hek293_A_test	15:74655733-74675142	NM_001142443	NM_001142443,NM_025083,NM_001142444	4	0	0	0	0	0	0	0	0	0
hek293_A_test	15:74655733-74675142	NM_001142443	NM_001142443,NM_025083,NM_001142444	5	15	74674960	74675142	-	182	5	5	2	3
hek293_A_test	6:158282263-158314268	NM_020245	NM_020245,NM_001007466	0	6	158312659	158314268	+	1609	6	6	1	5
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	1	7	24623665	24623784	+	119	5	6	2	4
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	2	7	24641715	24641868	+	153	1	1	1	0
